Bryn Mawr College,3,40.0266576,-75.3143902
University of Michigan,2,42.84031,-84.47982
Academy Natural Sciences,1,39.9568251,-75.1711803
Wellesley College,1,42.2935733,-71.3059278
Harvard University,2,42.3770029,-71.1166601
Harvard Medical School,1,42.3366043,-71.1042154
Vassar College,1,41.68704,-73.89541
Clark University,3,42.250386,-71.8222312
University of Nebraska,1,42.02871,-103.73095
Vasar College,1,41.686662,-73.894944
Massachusetts Experiment Station,1,42.27624,-71.76719
Allis Lake Laboratory,1,33.622471,-91.906593
Mt Holyoke Seminary and College,2,42.206959,-72.60743
Institute of Technology,3,42.35954,-71.09172
